"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"993","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseDefineTest.java","3","95","Local variable 'compList' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"994","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseDefineTest.java","3","122","The String literal 'Constructed Course  : ' appears 5 times in this file; the first occurrence is on line 122","String and StringBuffer Rules","AvoidDuplicateLiterals"
"995","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseDefineTest.java","3","128","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"996","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseDefineTest.java","3","128","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"997","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseDefineTest.java","3","164","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"998","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseDefineTest.java","3","164","Avoid unused private methods such as 'buildCourseWithComponentForSave()'.","Unused Code Rules","UnusedPrivateMethod"
"999","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseDefineTest.java","3","173","The String literal 'Module1' appears 4 times in this file; the first occurrence is on line 173","String and StringBuffer Rules","AvoidDuplicateLiterals"
"1000","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseDefineTest.java","3","198","Avoid unused local variables such as 'courseDetails'.","Unused Code Rules","UnusedLocalVariable"
"1001","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseDefineTest.java","5","198","Found 'DU'-anomaly for variable 'courseDetails' (lines '198'-'206').","Controversial Rules","DataflowAnomalyAnalysis"
"1002","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseDefineTest.java","3","208","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"1003","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseDefineTest.java","3","253","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"1004","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseDefineTest.java","3","256","Avoid unused local variables such as 'tagcloudList'.","Unused Code Rules","UnusedLocalVariable"
"1005","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseDefineTest.java","5","256","Found 'DU'-anomaly for variable 'tagcloudList' (lines '256'-'320').","Controversial Rules","DataflowAnomalyAnalysis"
"1006","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseDefineTest.java","3","333","Avoid really long methods.","Code Size Rules","ExcessiveMethodLength"
"1007","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseDefineTest.java","3","419","Avoid excessively long variable names like compContentDetails2","Naming Rules","LongVariable"
"1008","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseEnrichmentServiceTest.java","3","29","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1009","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseEnrichmentServiceTest.java","3","32","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"1010","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseEnrichmentServiceTest.java","2","33","System.out.print is used","Java Logging Rules","SystemPrintln"
"1011","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseEnrichmentServiceTest.java","5","35","Found 'DD'-anomaly for variable 'enrichment' (lines '35'-'38').","Controversial Rules","DataflowAnomalyAnalysis"
"1012","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseEnrichmentServiceTest.java","3","36","Local variable 'linkType' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1013","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseEnrichmentServiceTest.java","2","40","System.out.print is used","Java Logging Rules","SystemPrintln"
"1014","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseEnrichmentServiceTest.java","2","48","Avoid reassigning parameters such as 'enrichment'","Design Rules","AvoidReassigningParameters"
"1015","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseEnrichmentServiceTest.java","3","49","Parameter 'linkType' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1016","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseEnrichmentServiceTest.java","3","51","Local variable 'authoredMember' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1017","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseEnrichmentServiceTest.java","3","56","Local variable 'content' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1018","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseEnrichmentServiceTest.java","3","65","Local variable 'contEnrichment' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1019","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceImplTest.java","3","39","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1020","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceImplTest.java","3","46","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"1021","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceImplTest.java","3","46","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"1022","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceImplTest.java","3","46","Document empty method","Design Rules","UncommentedEmptyMethod"
"1023","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceImplTest.java","3","53","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"1024","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceImplTest.java","3","53","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"1025","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceImplTest.java","3","53","Document empty method","Design Rules","UncommentedEmptyMethod"
"1026","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceImplTest.java","3","61","Local variable 'memberId' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1027","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceImplTest.java","3","62","Local variable 'memberPersonaId' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1028","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceImplTest.java","3","63","Local variable 'token' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1029","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceImplTest.java","3","73","Document empty method","Design Rules","UncommentedEmptyMethod"
"1030","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceImplTest.java","3","79","JUnit 4 tests that execute tests should use the @Test annotation","Migration Rules","JUnit4TestShouldUseTestAnnotation"
"1031","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceImplTest.java","3","82","Local variable 'courses' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1032","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceImplTest.java","3","83","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"1033","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceImplTest.java","3","83","Use assertSame(x, y) instead of assertTrue(x==y), or assertNotSame(x,y) vs assertFalse(x==y)","JUnit Rules","UseAssertSameInsteadOfAssertTrue"
"1034","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceImplTest.java","3","89","JUnit 4 tests that execute tests should use the @Test annotation","Migration Rules","JUnit4TestShouldUseTestAnnotation"
"1035","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceImplTest.java","3","91","Local variable 'courses' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1036","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceImplTest.java","3","92","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"1037","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceImplTest.java","3","92","Use assertSame(x, y) instead of assertTrue(x==y), or assertNotSame(x,y) vs assertFalse(x==y)","JUnit Rules","UseAssertSameInsteadOfAssertTrue"
"1038","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceImplTest.java","3","97","JUnit 4 tests that execute tests should use the @Test annotation","Migration Rules","JUnit4TestShouldUseTestAnnotation"
"1039","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceImplTest.java","3","100","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"1040","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceImplTest.java","3","105","JUnit tests should include assert() or fail()","JUnit Rules","JUnitTestsShouldIncludeAssert"
"1041","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceImplTest.java","5","107","Found 'DD'-anomaly for variable 'course' (lines '107'-'108').","Controversial Rules","DataflowAnomalyAnalysis"
"1042","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceImplTest.java","2","109","System.out.print is used","Java Logging Rules","SystemPrintln"
"1043","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceTest.java","4","12","Avoid unused imports such as 'org.springframework.util.Assert'","Type Resolution Rules","UnusedImports"
"1044","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceTest.java","4","12","Avoid unused imports such as 'org.springframework.util.Assert'","Type Resolution Rules","UnusedImports"
"1045","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceTest.java","3","33","No need to import a type that lives in the same package","Import Statement Rules","ImportFromSamePackage"
"1046","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceTest.java","3","43","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1047","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceTest.java","3","47","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"1048","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceTest.java","3","47","JUnit tests should include assert() or fail()","JUnit Rules","JUnitTestsShouldIncludeAssert"
"1049","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceTest.java","2","48","System.out.print is used","Java Logging Rules","SystemPrintln"
"1050","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceTest.java","3","51","Avoid unused local variables such as 'newCourse'.","Unused Code Rules","UnusedLocalVariable"
"1051","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceTest.java","5","51","Found 'DD'-anomaly for variable 'newCourse' (lines '51'-'55').","Controversial Rules","DataflowAnomalyAnalysis"
"1052","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceTest.java","3","53","Local variable 'course' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1053","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceTest.java","5","55","Found 'DU'-anomaly for variable 'newCourse' (lines '55'-'59').","Controversial Rules","DataflowAnomalyAnalysis"
"1054","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceTest.java","2","57","System.out.print is used","Java Logging Rules","SystemPrintln"
"1055","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceTest.java","3","62","JUnit 4 tests that execute tests should use the @Test annotation","Migration Rules","JUnit4TestShouldUseTestAnnotation"
"1056","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceTest.java","3","62","JUnit tests should include assert() or fail()","JUnit Rules","JUnitTestsShouldIncludeAssert"
"1057","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceTest.java","3","64","Local variable 'courses' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1058","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceTest.java","2","65","System.out.print is used","Java Logging Rules","SystemPrintln"
"1059","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceTest.java","3","67","Local variable 'course' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1060","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceTest.java","2","68","System.out.print is used","Java Logging Rules","SystemPrintln"
"1061","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceTest.java","2","69","System.out.print is used","Java Logging Rules","SystemPrintln"
"1062","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceTest.java","3","75","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"1063","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceTest.java","3","75","JUnit tests should include assert() or fail()","JUnit Rules","JUnitTestsShouldIncludeAssert"
"1064","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceTest.java","3","80","Avoid unused local variables such as 'newCourse'.","Unused Code Rules","UnusedLocalVariable"
"1065","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceTest.java","5","80","Found 'DD'-anomaly for variable 'newCourse' (lines '80'-'86').","Controversial Rules","DataflowAnomalyAnalysis"
"1066","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceTest.java","3","84","Local variable 'course' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1067","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceTest.java","5","86","Found 'DU'-anomaly for variable 'newCourse' (lines '86'-'90').","Controversial Rules","DataflowAnomalyAnalysis"
"1068","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceTest.java","3","92","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"1069","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceTest.java","3","92","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"1070","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceTest.java","3","93","Avoid unused local variables such as 'compList'.","Unused Code Rules","UnusedLocalVariable"
"1071","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceTest.java","5","93","Found 'DU'-anomaly for variable 'compList' (lines '93'-'124').","Controversial Rules","DataflowAnomalyAnalysis"
"1072","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceTest.java","3","93","Local variable 'compList' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1073","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceTest.java","3","120","The String literal 'Constructed Course  : ' appears 5 times in this file; the first occurrence is on line 120","String and StringBuffer Rules","AvoidDuplicateLiterals"
"1074","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceTest.java","3","126","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"1075","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceTest.java","3","126","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"1076","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceTest.java","3","126","Avoid unused private methods such as 'buildCourseForSave()'.","Unused Code Rules","UnusedPrivateMethod"
"1077","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceTest.java","3","161","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"1078","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceTest.java","3","161","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"1079","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceTest.java","3","161","Avoid unused private methods such as 'buildCourseWithComponentForSave()'.","Unused Code Rules","UnusedPrivateMethod"
"1080","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceTest.java","3","170","The String literal 'Module1' appears 4 times in this file; the first occurrence is on line 170","String and StringBuffer Rules","AvoidDuplicateLiterals"
"1081","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceTest.java","3","205","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"1082","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceTest.java","3","249","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"1083","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceTest.java","3","249","Avoid unused private methods such as 'buildCourseTreeData()'.","Unused Code Rules","UnusedPrivateMethod"
"1084","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceTest.java","3","326","Avoid really long methods.","Code Size Rules","ExcessiveMethodLength"
"1085","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseServiceTest.java","3","414","Avoid excessively long variable names like compContentDetails2","Naming Rules","LongVariable"
"1086","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseSubjectDetailTest.java","4","6","Avoid unused imports such as 'java.util.Map'","Type Resolution Rules","UnusedImports"
"1087","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseSubjectDetailTest.java","4","6","Avoid unused imports such as 'java.util.Map'","Type Resolution Rules","UnusedImports"
"1088","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseSubjectDetailTest.java","4","13","Avoid unused imports such as 'org.springframework.util.Assert'","Type Resolution Rules","UnusedImports"
"1089","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseSubjectDetailTest.java","4","13","Avoid unused imports such as 'org.springframework.util.Assert'","Type Resolution Rules","UnusedImports"
"1090","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseSubjectDetailTest.java","3","27","Avoid excessively long variable names like courseSubjectDetailService","Naming Rules","LongVariable"
"1091","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseSubjectDetailTest.java","3","30","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"1092","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseSubjectDetailTest.java","3","30","JUnit tests should include assert() or fail()","JUnit Rules","JUnitTestsShouldIncludeAssert"
"1093","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseTest.java","3","33","No need to import a type that lives in the same package","Import Statement Rules","ImportFromSamePackage"
"1094","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseTest.java","3","43","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1095","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseTest.java","3","46","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"1096","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseTest.java","3","46","JUnit tests should include assert() or fail()","JUnit Rules","JUnitTestsShouldIncludeAssert"
"1097","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseTest.java","2","47","System.out.print is used","Java Logging Rules","SystemPrintln"
"1098","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseTest.java","5","50","Found 'DD'-anomaly for variable 'newCourse' (lines '50'-'54').","Controversial Rules","DataflowAnomalyAnalysis"
"1099","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseTest.java","3","51","Local variable 'course' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1100","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseTest.java","2","56","System.out.print is used","Java Logging Rules","SystemPrintln"
"1101","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseTest.java","3","62","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"1102","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseTest.java","3","62","JUnit tests should include assert() or fail()","JUnit Rules","JUnitTestsShouldIncludeAssert"
"1103","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseTest.java","2","64","System.out.print is used","Java Logging Rules","SystemPrintln"
"1104","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseTest.java","5","67","Found 'DD'-anomaly for variable 'newCourse' (lines '67'-'73').","Controversial Rules","DataflowAnomalyAnalysis"
"1105","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseTest.java","3","71","Local variable 'course' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1106","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseTest.java","2","75","System.out.print is used","Java Logging Rules","SystemPrintln"
"1107","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseTest.java","3","81","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"1108","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseTest.java","3","81","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"1109","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseTest.java","3","81","Avoid unused private methods such as 'buildCourseForUpdate()'.","Unused Code Rules","UnusedPrivateMethod"
"1110","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseTest.java","3","82","Avoid unused local variables such as 'compList'.","Unused Code Rules","UnusedLocalVariable"
"1111","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseTest.java","5","82","Found 'DU'-anomaly for variable 'compList' (lines '82'-'113').","Controversial Rules","DataflowAnomalyAnalysis"
"1112","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseTest.java","3","82","Local variable 'compList' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1113","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseTest.java","3","83","Local variable 'tagcloudList' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1114","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseTest.java","3","84","Local variable 'course1' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1115","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseTest.java","2","109","System.out.print is used","Java Logging Rules","SystemPrintln"
"1116","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseTest.java","3","109","The String literal 'Constructed Course  : ' appears 5 times in this file; the first occurrence is on line 109","String and StringBuffer Rules","AvoidDuplicateLiterals"
"1117","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseTest.java","3","115","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"1118","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseTest.java","3","115","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"1119","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseTest.java","3","150","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"1120","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseTest.java","3","150","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"1121","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseTest.java","3","150","Avoid unused private methods such as 'buildCourseWithComponentForSave()'.","Unused Code Rules","UnusedPrivateMethod"
"1122","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseTest.java","3","159","The String literal 'Module1' appears 4 times in this file; the first occurrence is on line 159","String and StringBuffer Rules","AvoidDuplicateLiterals"
"1123","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseTest.java","3","194","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"1124","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseTest.java","3","238","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"1125","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseTest.java","3","238","Avoid unused private methods such as 'buildCourseTreeData()'.","Unused Code Rules","UnusedPrivateMethod"
"1126","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseTest.java","3","315","Avoid really long methods.","Code Size Rules","ExcessiveMethodLength"
"1127","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseTest.java","3","403","Avoid excessively long variable names like compContentDetails2","Naming Rules","LongVariable"
"1128","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseTreeNodeServiceTest.java","3","29","This class name ends with 'Test' but contains no test cases","JUnit Rules","TestClassWithoutTestCases"
"1129","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseTreeNodeServiceTest.java","3","32","Avoid excessively long variable names like courseTreeNodeService","Naming Rules","LongVariable"
"1130","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseTreeNodeServiceTest.java","3","32","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1131","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseTreeNodeServiceTest.java","3","35","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"1132","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseTreeNodeServiceTest.java","3","35","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"1133","com.ziksana.service.course.impl","src/test/java/com/ziksana/service/course/impl/CourseTreeNodeServiceTest.java","3","36","Avoid excessively long variable names like learningComponentTypeId","Naming Rules","LongVariable"
